branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Geneva,,Transfer to Bruges,Cash,Exchange Fee Revenue,79082.51,887.67,florin,1433-04-01,Due from Bruges,79970.18,Bill of exchange from Geneva to Bruges,,72284,,,bill_of_exchange
Geneva,,Geneva Operations,Cash,,2609.75,,florin,1433-04-01,Maintenance,2609.75,Maintenance expense for Geneva branch,,72285,,,operating_expense
Naples,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,76836.53,1170.10,florin,1433-04-01,Due from Florence,78006.63,Branch settlement transfer from Naples to Florence,,72286,,,branch_activity
Rome,,Ponte Vecchio Rent Office,Cash,,352.79,,florin,1433-04-01,Courier Services,352.79,Courier Services expense for Rome branch (weekly cycle),,72287,weekly,,recurring_operating_expense
Rome,,Silk Trader,Trading Revenue,,4449.42,,florin,1433-04-02,Cash,4449.42,Alum sale from papal mines,,72288,,,alum_trade
Florence,,Doge of Venice,Cash,,635863.48,,florin,1433-04-02,Loans Receivable,635863.48,Commercial loan issued to Doge of Venice,,72289,,,loan_issuance
Venice,,Duke of Milan,Loans Receivable,Interest Income,12957.41,2850.63,florin,1433-04-02,Cash,15808.04,Loan repayment from Duke of Milan including interest,,72290,,,loan_repayment
Geneva,,Duke of Milan,Cash,,191480.24,,florin,1433-04-02,Loans Receivable,191480.24,Commercial loan issued to Duke of Milan,,72291,,,loan_issuance
Bruges,,Signoria Utilities Office,Cash,,2357.19,,florin,1433-04-02,Maintenance,2357.19,Maintenance expense for Bruges branch (quarterly cycle),,72292,quarterly,,recurring_operating_expense
Naples,,Venetian Grain Brokers,Trading Revenue,,2608.38,,florin,1433-04-03,Cash,2608.38,Trade finance settlement for grain cargo,,72293,,grain,trade_transaction
Pisa,,Kingdom of Naples,Loans Receivable,Interest Income,69178.50,10376.78,florin,1433-04-03,Cash,79555.28,Loan repayment from Kingdom of Naples including interest,,72294,,,loan_repayment
Venice,,Levant Spice Traders,Loans Receivable,Interest Income,379779.39,83551.47,florin,1433-04-03,Cash,463330.86,Loan repayment from Levant Spice Traders including interest,,72295,,,loan_repayment
Avignon,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,14876.26,226.54,florin,1433-04-03,Due from Venice,15102.80,Branch settlement transfer from Avignon to Venice,,72296,,,branch_activity
Rome,,Sacred College,Deposits Payable,,235070.33,,florin,1433-04-04,Cash,235070.33,Deposit from Sacred College to Rome branch,,72297,,,deposit
Naples,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,5493.98,83.66,florin,1433-04-04,Due from Milan,5577.64,Branch settlement transfer from Naples to Milan,,72298,,,branch_activity
Rome,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,502.06,7.65,florin,1433-04-04,Due from Pisa,509.71,Branch settlement transfer from Rome to Pisa,,72299,,,branch_activity
Venice,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,6243.36,95.08,florin,1433-04-04,Due from London,6338.44,Branch settlement transfer from Venice to London,,72300,,,branch_activity
Milan,,Transfer to Rome,Cash,Exchange Fee Revenue,14995.53,192.89,florin,1433-04-05,Due from Rome,15188.42,Bill of exchange from Milan to Rome,,72301,,,bill_of_exchange
Florence,,Republic of Florence,Cash,,155577.61,,florin,1433-04-05,Loans Receivable - Government,155577.61,War financing for Florentine operations against Milan,,72302,,,war_financing
Geneva,,Santa Maria Scribes,Cash,,15007.05,,florin,1433-04-05,Accounts Payable,15007.05,Vendor payment to Santa Maria Scribes for branch services,,72303,,,vendor_payment
Venice,,Lombard Metals Exchange,Cash,,7363.25,,florin,1433-04-06,Loans Receivable,7363.25,Commercial loan issued to Lombard Metals Exchange,,72304,,,loan_issuance
Venice,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,33246.90,506.30,florin,1433-04-06,Due from Bruges,33753.20,Branch settlement transfer from Venice to Bruges,,72305,,,branch_activity
Geneva,,Tuscan Wine Carriers,Trading Revenue,,65221.17,,florin,1433-04-06,Cash,65221.17,Trade finance settlement for grain cargo,,72306,,grain,trade_transaction
Rome,,Guildhall Security Company,Cash,,1500.34,,florin,1433-04-06,Accounts Payable,1500.34,Vendor payment to Guildhall Security Company for branch services,,72307,,,vendor_payment
Pisa,,Arno Lamp Oil Merchants,Cash,,5864.50,,florin,1433-04-07,Accounts Payable,5864.50,Vendor payment to Arno Lamp Oil Merchants for branch services,,72308,,,vendor_payment
Pisa,,Mercato Maintenance Works,Cash,,4971.37,,florin,1433-04-07,Accounts Payable,4971.37,Vendor payment to Mercato Maintenance Works for branch services,,72309,,,vendor_payment
Avignon,,Lombard Metals Exchange,Trading Revenue,,112206.96,,florin,1433-04-07,Cash,112206.96,Trade finance settlement for wine cargo,,72310,,wine,trade_transaction
Geneva,,Republic of Florence,Cash,,511336.35,,florin,1433-04-07,Loans Receivable,511336.35,Commercial loan issued to Republic of Florence,,72311,,,loan_issuance
Venice,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,170658.68,2598.86,florin,1433-04-07,Due from Pisa,173257.54,Branch settlement transfer from Venice to Pisa,,72312,,,branch_activity
Geneva,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,73761.02,1123.26,florin,1433-04-07,Due from Bruges,74884.28,Branch settlement transfer from Geneva to Bruges,,72313,,,branch_activity
Avignon,,Santa Maria Scribes,Cash,,10871.59,,florin,1433-04-07,Maintenance,10871.59,Maintenance expense for Avignon branch (quarterly cycle),,72314,quarterly,,recurring_operating_expense
Rome,,Vatican Treasury,Deposits Payable,,59705.73,,florin,1433-04-08,Cash,59705.73,Deposit from Vatican Treasury to Rome branch,,72315,,,deposit
Bruges,,Lombard Metals Exchange,Trading Revenue,,13582.73,,florin,1433-04-08,Cash,13582.73,Trade finance settlement for grain cargo,,72316,,grain,trade_transaction
Avignon,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,25913.94,394.63,florin,1433-04-08,Due from Bruges,26308.57,Branch settlement transfer from Avignon to Bruges,,72317,,,branch_activity
Geneva,,Doge of Venice,Loans Receivable,Interest Income,78947.77,17368.51,florin,1433-04-08,Cash,96316.28,Loan repayment from Doge of Venice including interest,,72318,,,loan_repayment
Rome,,Flemish Cloth House,Trading Revenue,,57773.23,,florin,1433-04-08,Cash,57773.23,Trade finance settlement for spices cargo,,72319,,spices,trade_transaction
Avignon,,Florentine Paperworks,Cash,,4204.19,,florin,1433-04-08,Rent,4204.19,Rent expense for Avignon branch (monthly cycle),,72320,monthly,,recurring_operating_expense
Venice,,San Lorenzo Couriers,Cash,,5975.94,,florin,1433-04-09,Accounts Payable,5975.94,Vendor payment to San Lorenzo Couriers for branch services,,72321,,,vendor_payment
Pisa,,Kingdom of Naples,Cash,,44065.53,,florin,1433-04-09,Loans Receivable,44065.53,Commercial loan issued to Kingdom of Naples,,72322,,,loan_issuance
Naples,,Levant Spice Traders,Loans Receivable,Interest Income,15161.05,1516.10,florin,1433-04-09,Cash,16677.15,Loan repayment from Levant Spice Traders including interest,,72323,,,loan_repayment
Bruges,,Santa Maria Scribes,Cash,,2219.72,,florin,1433-04-09,Rent,2219.72,Rent expense for Bruges branch (monthly cycle),,72324,monthly,,recurring_operating_expense
Geneva,,Guildhall Security Company,Cash,,708.67,,florin,1433-04-10,Courier Services,708.67,Courier Services expense for Geneva branch (weekly cycle),,72325,weekly,,recurring_operating_expense
Milan,,Levant Spice Traders,Trading Revenue,,4977.95,,florin,1433-04-10,Cash,4977.95,Trade finance settlement for silk cargo,,72326,,silk,trade_transaction
Rome,,Signoria Utilities Office,Cash,,1944.90,,florin,1433-04-11,Maintenance,1944.90,Maintenance expense for Rome branch (quarterly cycle),,72327,quarterly,,recurring_operating_expense
Venice,,Venice Operations,Cash,,11808.97,,florin,1433-04-12,Wages,11808.97,Wages expense for Venice branch,,72328,,,operating_expense
Venice,,Doge of Venice,Cash,,889324.33,,florin,1433-04-12,Loans Receivable,889324.33,Loan issued to Doge of Venice from Venice branch,,72329,,,loan_issuance
Venice,,Ponte Vecchio Rent Office,Cash,,2224.40,,florin,1433-04-12,Wages,2224.40,Wages expense for Venice branch (monthly cycle),,72330,monthly,,recurring_operating_expense
Naples,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,23933.59,364.47,florin,1433-04-12,Due from Florence,24298.06,Branch settlement transfer from Naples to Florence,,72331,,,branch_activity
Geneva,,Transfer to Bruges,Cash,Exchange Fee Revenue,180401.69,5368.77,florin,1433-04-13,Due from Bruges,185770.46,Bill of exchange from Geneva to Bruges,,72332,,,bill_of_exchange
Venice,,Signoria Utilities Office,Cash,,11304.56,,florin,1433-04-13,Security,11304.56,Security expense for Venice branch (monthly cycle),,72333,monthly,,recurring_operating_expense
Avignon,,Count of Urbino,Cash,,163157.13,,florin,1433-04-14,Loans Receivable,163157.13,Commercial loan issued to Count of Urbino,,72334,,,loan_issuance
Geneva,,Marquis of Mantua,Loans Receivable,Interest Income,439064.28,79031.57,florin,1433-04-14,Cash,518095.85,Loan repayment from Marquis of Mantua including interest,,72335,,,loan_repayment
Venice,,Mediterranean Shipping Company,Trading Revenue,,131098.13,,florin,1433-04-14,Cash,131098.13,Trade finance settlement for wine cargo,,72336,,wine,trade_transaction
London,,Venetian Grain Brokers,Trading Revenue,,5404.75,,florin,1433-04-14,Cash,5404.75,Trade finance settlement for wool cargo,,72337,,wool,trade_transaction
Venice,,Lombard Metals Exchange,Trading Revenue,,22203.12,,florin,1433-04-15,Cash,22203.12,Trade finance settlement for dyestuffs cargo,,72338,,dyestuffs,trade_transaction
Avignon,,Signoria Utilities Office,Cash,,5496.33,,florin,1433-04-15,Maintenance,5496.33,Maintenance expense for Avignon branch (quarterly cycle),,72339,quarterly,,recurring_operating_expense
Naples,,Guildhall Security Company,Cash,,4227.71,,florin,1433-04-15,Security,4227.71,Security expense for Naples branch (monthly cycle),,72340,monthly,,recurring_operating_expense
Milan,,Baron,Deposits Payable,,26226.72,,florin,1433-04-16,Cash,26226.72,Deposit by Baron,,72341,,,deposit
Rome,,Papal Court,Deposits Payable,,32683.23,,florin,1433-04-16,Cash,32683.23,Deposit from Papal Court to Rome branch,,72342,,,deposit
Rome,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,53335.66,812.22,florin,1433-04-16,Due from Pisa,54147.88,Branch settlement transfer from Rome to Pisa,,72343,,,branch_activity
London,,Kingdom of Naples,Loans Receivable,Interest Income,22269.50,4008.51,florin,1433-04-16,Cash,26278.01,Loan repayment from Kingdom of Naples including interest,,72344,,,loan_repayment
Bruges,,Mediterranean Shipping Company,Loans Receivable,Interest Income,88809.58,7104.77,florin,1433-04-16,Cash,95914.35,Loan repayment from Mediterranean Shipping Company including interest,,72345,,,loan_repayment
Bruges,,Arno Lamp Oil Merchants,Cash,,655.17,,florin,1433-04-16,Courier Services,655.17,Courier Services expense for Bruges branch (weekly cycle),,72346,weekly,,recurring_operating_expense
Pisa,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,4308.39,65.61,florin,1433-04-16,Due from Bruges,4374.00,Branch settlement transfer from Pisa to Bruges,,72347,,,branch_activity
Rome,,Wine Trader,Cash,,9399.58,,florin,1433-04-17,Loans Receivable,9399.58,Loan issued to Wine Trader from Rome branch,,72348,,,loan_issuance
Geneva,,Duke of Milan,Cash,,203547.06,,florin,1433-04-17,Loans Receivable,203547.06,Commercial loan issued to Duke of Milan,,72349,,,loan_issuance
Geneva,,San Lorenzo Couriers,Cash,,15293.03,,florin,1433-04-17,Rent,15293.03,Rent expense for Geneva branch (monthly cycle),,72350,monthly,,recurring_operating_expense
Bruges,,Banking House,Deposits Payable,,18222.18,,florin,1433-04-18,Cash,18222.18,Deposit by Banking House,,72351,,,deposit
London,,Lombard Metals Exchange,Cash,,16380.99,,florin,1433-04-18,Loans Receivable,16380.99,Commercial loan issued to Lombard Metals Exchange,,72352,,,loan_issuance
London,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,4071.71,62.01,florin,1433-04-18,Due from Milan,4133.72,Branch settlement transfer from London to Milan,,72353,,,branch_activity
Florence,,Republic of Florence,Cash,,3890965.29,,florin,1433-04-19,Loans Receivable - Government,3890965.29,Emergency war financing for Florence defense,,72354,,,war_financing
Bruges,,Marquis,Deposits Payable,,9524.29,,florin,1433-04-19,Cash,9524.29,Deposit by Marquis,,72355,,,deposit
Avignon,,Lombard Metals Exchange,Cash,,19531.47,,florin,1433-04-19,Loans Receivable,19531.47,Commercial loan issued to Lombard Metals Exchange,,72356,,,loan_issuance
Venice,,Santa Maria Scribes,Cash,,37928.04,,florin,1433-04-19,Accounts Payable,37928.04,Vendor payment to Santa Maria Scribes for branch services,,72357,,,vendor_payment
Avignon,,Wool Guild Syndicate,Trading Revenue,,15727.36,,florin,1433-04-19,Cash,15727.36,Trade finance settlement for spices cargo,,72358,,spices,trade_transaction
Florence,,Venetian Grain Brokers,Loans Receivable,Interest Income,43977.69,9675.09,florin,1433-04-19,Cash,53652.78,Loan repayment from Venetian Grain Brokers including interest,,72359,,,loan_repayment
London,,Levant Spice Traders,Loans Receivable,Interest Income,39132.86,4695.94,florin,1433-04-19,Cash,43828.80,Loan repayment from Levant Spice Traders including interest,,72360,,,loan_repayment
Geneva,,Tuscan Wine Carriers,Trading Revenue,,12656.33,,florin,1433-04-19,Cash,12656.33,Trade finance settlement for dyestuffs cargo,,72361,,dyestuffs,trade_transaction
Naples,,Mercato Maintenance Works,Cash,,15978.42,,florin,1433-04-19,Wages,15978.42,Wages expense for Naples branch (monthly cycle),,72362,monthly,,recurring_operating_expense
Venice,,Wool Merchant,Cash,,110557.66,,florin,1433-04-20,Deposits Payable,110557.66,Withdrawal by Wool Merchant,,72363,,,withdrawal
Florence,,Banking House,Deposits Payable,,16131.23,,florin,1433-04-20,Cash,16131.23,Deposit by Banking House,,72364,,,deposit
Pisa,,Arno Lamp Oil Merchants,Cash,,2641.29,,florin,1433-04-20,Rent,2641.29,Rent expense for Pisa branch (monthly cycle),,72365,monthly,,recurring_operating_expense
Naples,,Levant Spice Traders,Trading Revenue,,16206.77,,florin,1433-04-20,Cash,16206.77,Trade finance settlement for dyestuffs cargo,,72366,,dyestuffs,trade_transaction
London,,Count of Urbino,Loans Receivable,Interest Income,2301.59,207.14,florin,1433-04-21,Cash,2508.73,Loan repayment from Count of Urbino with interest,,72367,,,loan_repayment
Naples,,Venetian Grain Brokers,Trading Revenue,,42376.49,,florin,1433-04-21,Cash,42376.49,Trade finance settlement for alum cargo,,72368,,alum,trade_transaction
Avignon,,Tuscan Wine Carriers,Loans Receivable,Interest Income,71799.26,10769.89,florin,1433-04-21,Cash,82569.15,Loan repayment from Tuscan Wine Carriers including interest,,72369,,,loan_repayment
Rome,,Mercato Maintenance Works,Cash,,9071.78,,florin,1433-04-21,Wages,9071.78,Wages expense for Rome branch (monthly cycle),,72370,monthly,,recurring_operating_expense
Bruges,,Guildhall Security Company,Cash,,168.21,,florin,1433-04-21,Supplies,168.21,Supplies expense for Bruges branch (monthly cycle),,72371,monthly,,recurring_operating_expense
Pisa,,Levant Spice Traders,Trading Revenue,,542.61,,florin,1433-04-22,Cash,542.61,Trade finance settlement for wool cargo,,72372,,wool,trade_transaction
Naples,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,2980.54,45.39,florin,1433-04-22,Due from London,3025.93,Branch settlement transfer from Naples to London,,72373,,,branch_activity
Bruges,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,14853.63,226.20,florin,1433-04-22,Due from Venice,15079.83,Branch settlement transfer from Bruges to Venice,,72374,,,branch_activity
Milan,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,17393.46,264.88,florin,1433-04-22,Due from Avignon,17658.34,Branch settlement transfer from Milan to Avignon,,72375,,,branch_activity
Florence,,Venetian Grain Brokers,Trading Revenue,,4672.34,,florin,1433-04-22,Cash,4672.34,Trade finance settlement for wine cargo,,72376,,wine,trade_transaction
Bruges,,Santa Maria Scribes,Cash,,1951.60,,florin,1433-04-22,Maintenance,1951.60,Maintenance expense for Bruges branch (quarterly cycle),,72377,quarterly,,recurring_operating_expense
Venice,,Venetian Grain Brokers,Trading Revenue,,14490.42,,florin,1433-04-22,Cash,14490.42,Trade finance settlement for wine cargo,,72378,,wine,trade_transaction
Florence,,Republic of Florence,Cash,,166119.58,,florin,1433-04-23,Loans Receivable - Government,166119.58,Emergency war financing for Florence defense,,72379,,,war_financing
Bruges,,Republic of Florence,Cash,,20708.52,,florin,1433-04-23,Loans Receivable,20708.52,Commercial loan issued to Republic of Florence,,72380,,,loan_issuance
